股票代码,行业名称,细分行业名称,概念板块,风格板块,指数板块,特殊板块,板块总数,市场位置摘要
sh688498,半导体,集成电路设计,5G概念、CPO概念、光通信、数据中心、汽车芯片、芯片,MSCI成份、QFII新进、QFII重仓、基金重仓、大盘股、百元股、绩优股、近期强势、近期新高、非周期股、高市净率,上证580、上证治理、科创100、科创信息、科创成长、科创芯片,中证1000、国证2000、沪港通SH、融资融券,27,行业位置：半导体/集成电路设计；相关概念：5G概念、CPO概念、光通信、数据中心、汽车芯片；风格标签：MSCI成份、QFII新进、QFII重仓、基金重仓；指数归属：上证580、上证治理、科创100、科创信息；交易属性：中证1000、国证2000、沪港通SH、融资融券。
sh688499,专用机械,锂电设备,人工智能、人形机器、储能、光伏、固态电池、复合铜箔、数字孪生、新型工业、智能机器、氢能源、消费电子、燃料电池、物联网、钙钛矿、钠电池、锂电池、高端装备,专项贷款、定增预案、密集调研,上证580、科创200、科创高装,中证2000、国证2000、沪港通SH、融资融券,27,行业位置：专用机械/锂电设备；相关概念：人工智能、人形机器、储能、光伏、固态电池；风格标签：专项贷款、定增预案、密集调研；指数归属：上证580、科创200、科创高装；交易属性：中证2000、国证2000、沪港通SH、融资融券。
sh688518,专用机械,激光设备,3D打印、CPO概念、MicroLED、储能、先进封装、光伏、固态电池、工业母机、新型工业、新能源车、智能机器、氢能源、消费电子、燃料电池、芯片、钙钛矿、锂电池,基金减仓、社保新进、股权分散,上证580、科创200、科创高装,中证2000、国证2000、沪港通SH、融资融券,27,行业位置：专用机械/激光设备；相关概念：3D打印、CPO概念、MicroLED、储能、先进封装；风格标签：基金减仓、社保新进、股权分散；指数归属：上证580、科创200、科创高装；交易属性：中证2000、国证2000、沪港通SH、融资融券。
sh688535,半导体,半导体材料,先进封装、存储芯片、汽车电子、汽车芯片、芯片,专项贷款、历史新高、定增股、拟减持、百元股、破增发价、私募新进、股东减持、近期强势、近期新高、重组股、高商誉、高市盈率、高贝塔值,上证580、科创200、科创材料,专精特新、中证2000、国证2000、沪港通SH、融资融券,27,行业位置：半导体/半导体材料；相关概念：先进封装、存储芯片、汽车电子、汽车芯片、芯片；风格标签：专项贷款、历史新高、定增股、拟减持；指数归属：上证580、科创200、科创材料；交易属性：专精特新、中证2000、国证2000、沪港通SH。
sh688608,半导体,集成电路设计,AI眼镜、小米概念、无线耳机、星闪概念、智能穿戴、消费电子、芯片、阿里概念,基金减仓、百元股、社保新进、社保重仓、股东减持,AI应用50、上证380、中盘成长、中证800、半导体50、国证成长、新硬件、科创50、科创信息、科创芯片,中证500、中证A500、沪港通SH、融资融券,27,行业位置：半导体/集成电路设计；相关概念：AI眼镜、小米概念、无线耳机、星闪概念、智能穿戴；风格标签：基金减仓、百元股、社保新进、社保重仓；指数归属：AI应用50、上证380、中盘成长、中证800；交易属性：中证500、中证A500、沪港通SH、融资融券。
sz000062,元器件,其他电子,6G概念、AI智能体、CPO概念、三代半导、互联金融、创投概念、华为海思、华为算力、存储芯片、新能源车、智慧城市、智能机器、汽车电子、粤港澳、腾讯概念、芯片、雄安新区,最近情绪、社保新进、证金汇金、高分红股,中证800,中证500、深港通SZ、深证成指、融资融券、转融券,27,行业位置：元器件/其他电子；相关概念：6G概念、AI智能体、CPO概念、三代半导、互联金融；风格标签：最近情绪、社保新进、证金汇金、高分红股；指数归属：中证800；交易属性：中证500、深港通SZ、深证成指、融资融券。
sz000559,汽车配件,底盘与发动机系统,MCU芯片、人形机器、低空经济、储能、光伏、固态电池、小米概念、小米汽车、新能源车、无人机、智能机器、汽车电子、绿色电力、锂电池,MSCI成份、保险重仓、社保新进、重组预案、高分红股,中证800、国证价值、小盘价值,中证500、深港通SZ、深证成指、融资融券、转融券,27,行业位置：汽车配件/底盘与发动机系统；相关概念：MCU芯片、人形机器、低空经济、储能、光伏；风格标签：MSCI成份、保险重仓、社保新进、重组预案；指数归属：中证800、国证价值、小盘价值；交易属性：中证500、深港通SZ、深证成指、融资融券。
sz000591,新型电力,光伏发电,BIPV概念、DeepSeek、储能、光伏、工业互联、智能机器、碳中和、绿色电力、虚拟电厂、钙钛矿,低市净率、券商重仓、承诺不减、昨日较强、最近情绪、高应收款,中证800、中证央企、内地绿电、国证价值、国证服务、小盘价值,中证500、含可转债、深港通SZ、深证成指、融资融券,27,行业位置：新型电力/光伏发电；相关概念：BIPV概念、DeepSeek、储能、光伏、工业互联；风格标签：低市净率、券商重仓、承诺不减、昨日较强；指数归属：中证800、中证央企、内地绿电、国证价值；交易属性：中证500、含可转债、深港通SZ、深证成指。
sz000826,环境保护,固废治理,PPP概念、ST板块、乡村振兴、人工智能、医废处理、地下管网、垃圾分类、多模态AI、新型城镇、新能源车、无人驾驶、汽车拆解、生物质能、电池回收、碳中和、绿色电力、节能环保、车联网、锂电池、雄安新区,低价股、拟减持、股权分散、股权转让、高校背景,分析师指,转融券,27,行业位置：环境保护/固废治理；相关概念：PPP概念、ST板块、乡村振兴、人工智能、医废处理；风格标签：低价股、拟减持、股权分散、股权转让；指数归属：分析师指；交易属性：转融券。
sz001896,火力发电,火力发电,BIPV概念、东数西算、临界发电、人工智能、储能、充电桩、光伏、创投概念、数据中心、氢能源、生物质能、碳中和、绿色电力、虚拟电厂、风电,久不分红、户数增加、昨日振荡、昨高换手、最近异动、私募新进、近期强势、高负债率,,中证2000、国证2000、深港通SZ、融资融券,27,行业位置：火力发电/火力发电；相关概念：BIPV概念、东数西算、临界发电、人工智能、储能；风格标签：久不分红、户数增加、昨日振荡、昨高换手；交易属性：中证2000、国证2000、深港通SZ、融资融券。
sz002081,装修装饰,装修装饰,BIPV概念、PPP概念、一带一路、三代半导、人工智能、数字孪生、数据中心、租购同权、芯片、装配建筑,昨日振荡、昨高换手、最近多板、最近异动、最近情绪、活跃股、行业龙头、近期强势、近期新高、通达信热、高应收款,中小300,中证1000、国证2000、深港通SZ、融资融券、转融券,27,行业位置：装修装饰/装修装饰；相关概念：BIPV概念、PPP概念、一带一路、三代半导、人工智能；风格标签：昨日振荡、昨高换手、最近多板、最近异动；指数归属：中小300；交易属性：中证1000、国证2000、深港通SZ、融资融券。
sz002085,汽车配件,轮胎轮毂,5G概念、一体压铸、低空经济、区块链、华为汽车、商业航天、国防军工、新能源车、无人机、特斯拉、碳中和、碳纤维、节能环保、锂电池、风电、飞行汽车,MSCI中盘、保险重仓,中小100、中小300、中证800、深证300,中证500、中证A500、深港通SZ、深证成指、融资融券,27,行业位置：汽车配件/轮胎轮毂；相关概念：5G概念、一体压铸、低空经济、区块链、华为汽车；风格标签：MSCI中盘、保险重仓；指数归属：中小100、中小300、中证800、深证300；交易属性：中证500、中证A500、深港通SZ、深证成指。
sz002129,电气设备,光伏硅片,BC电池、HJT电池、一带一路、光伏、商业航天、新材料、芯片、苹果概念,MSCI中盘、亏损股、商誉减值、昨日较强、社保重仓、连续亏损、非周期股,中创100、中小100、中小300、内地低碳、国企改革、深证300、环保50,中证A500、深港通SZ、深证成指、融资融券、转融券,27,行业位置：电气设备/光伏硅片；相关概念：BC电池、HJT电池、一带一路、光伏、商业航天；风格标签：MSCI中盘、亏损股、商誉减值、昨日较强；指数归属：中创100、中小100、中小300、内地低碳；交易属性：中证A500、深港通SZ、深证成指、融资融券。
sz002149,小金属,钛,5G概念、卫星导航、可控核变、商业航天、国防军工、折叠屏、核电核能、氢能源、燃料电池、超导概念、钛金属,分拆上市、周期股、昨日振荡、昨高换手、最近异动、活跃股、股东减持、近期强势、近期新高、通达信热、高市盈率,,专精特新、中证1000、国证2000、深港通SZ、融资融券,27,行业位置：小金属/钛；相关概念：5G概念、卫星导航、可控核变、商业航天、国防军工；风格标签：分拆上市、周期股、昨日振荡、昨高换手；交易属性：专精特新、中证1000、国证2000、深港通SZ。
sz002176,小金属,锂,人形机器、低空经济、固态电池、大飞机、新能源车、无人机、智能机器、稀缺资源、锂电池、锂矿、风电、飞行汽车,QFII新进、QFII重仓、亏损股、周期股、连续亏损,中小300、国证成长、小盘成长、能源金属,中证1000、中证A500、深港通SZ、深证成指、融资融券、转融券,27,行业位置：小金属/锂；相关概念：人形机器、低空经济、固态电池、大飞机、新能源车；风格标签：QFII新进、QFII重仓、亏损股、周期股；指数归属：中小300、国证成长、小盘成长、能源金属；交易属性：中证1000、中证A500、深港通SZ、深证成指。
